idx,id,title,caption,created,filesize,duration,clip_id,total_comments,total_plays,total_likes,thumbnail
273,171746381,Baya - Gate 212 / Gimme That Dive,"Credit /
Artist / Baya 
(https://soundcloud.com/officialbaya - https://www.facebook.com/officialbaya)
Direction / Animation: John Christian Ferner Apalnes 
(AKA I Saw John First) - http://isawjohnfirst.com/

-
Made these visuals a while back for the artist Baya. 
Did the visuals using various techniques such as strata cut, paint on transparent paper and 2d animation in Photoshop.",2016-06-22T07:43:06-04:00,769276364,361,171746381,20,28810,1617,https://i.vimeocdn.com/video/577292201_780x439.webp
274,209694300,Bulldozer,"A film about passion, pain and glory.

https://www.nowness.com/category/culture/bulldozer-matthew-dillon-cohen


Credits

Director Matthew Dillon Cohen
Producer Matthew Dillon Cohen 
Director of Photography Anthony Carella 
Associate Producer Giancarlo Dittamo 
Gaffer Patrick Golan 
Focus Puller Carmelo Varela 
Sound Recordist Brian Neris 


Editor Matt Schaff 
Original Score Alexander Mendoza
Sound Design Raphaël Ajuelos
Colorist Josh Bohoskey
Color Producer Natalie Westerfield
Color Coordinator Evan Bauer

Cast In Order of Appearance 
Matt Tremont
Jimmy Lloyd
Frankie Pickard
Dan O’Hare
Shalk
DJ Hyde
Jeff Cannonball 
Greg Excellent




Special Thanks
Patrick Donovan
Tim Erem
Diktator 
Camila Mathis
CZW
DJ Hyde
White House Post
Bulldozer’s Collectables
Tanima Mehrotra

Nowness 2017",2017-03-23T02:38:05-04:00,671811832,266,209694300,38,70558,542,https://i.vimeocdn.com/video/625303766_780x439.webp
275,209508893,PBS Budget Cuts :(,"In light of the Corporation for Public Broadcasting (PBS, NPR, etc.) being completely cut out of the Trump Administration’s budget – I felt compelled to make this little vid. Donate – http://www.pbs.org/

Audio by Pablo Novillo",2017-03-22T01:00:11-04:00,9843402,26,209508893,34,294377,1155,https://i.vimeocdn.com/video/625070134_780x439.webp
276,202515176,The Future of Music,"Enter the world of Carré Bleu, an artist and composer who is shaping the music of tomorrow by creating gravity and time defying human instruments. 
in this surreal pop mockumentary, Carré Bleu opens up about his exclusive music production methods.

Making of: https://vimeo.com/157950364

Full track by Polar Youth: https://soundcloud.com/helloplay/polar-youth-searching-free-download


© Copyright Hello play! 2016
Website: helloplay.be
Facebook: facebook.com/helloplayers
Twitter: twitter.com/helloplaybelgiq
Soundcloud: soundcloud.com/helloplay
-
CREDITS:
Director: Greg Barth
Original Musical Score: Polar Youth
Cast: Carré Bleu - Eryl Lloyd Parry, Balloon Popper - Will Vincent, Foam Falling - Lexi Jakk, Vacuum Player - Samuel Franck, Flying Vortex - Yingzhen Liu, Glass Smasher - David Moss, Stair Master - Tobias Rose
DoP: Pau Munoz
On set VFX Supervisor - Ronen Tanchum
Post Production and VR Technology - Phenomena Labs:
Effects - Ronen Tanchum
Compositor - Tal Baltuch
3D Tracking: Peanut - Amélie Guyot, Peregrine McCafferty
Additional VFX UK: Johannes Sambs
Gaffer: Max Halstead
Art Director: Will Vincent
Art Department:
Rosalind Gahamire, Isobel Irwin, Lauren Veevers,
Juhee Hahm, Clare Lewis, Clarissa Collins
Costumes provided by Mai Gidah
Additional Costumes: Juhee Hahm
Mix and Mastering - Nookaad Productions
Produced by Blinkink and Phenomena Labs
Agency - DIGIZIK:
Producers: Hugo Donkin, Greg Barth
Cameras and Lenses generously provided by SeeSense
Filmed at Clapham Road Studios
Executive Producers: James Stevenson Bretton, Bart Yates",2017-02-04T05:32:15-05:00,2338246342,179,202515176,30,59279,1246,https://i.vimeocdn.com/video/627023721_780x439.webp
277,184483090,Break Down,"Breaking up is hard. Especially with David.

Short of the Week - Online Premiere
NoBudge.com - Official Selection
Marfa Film Festival 2017 - Official Selection
Snake Alley Film Festival 2017 - Official Selection
San Jose International Short Film Festival 2017 - Official Selection

Starring Davey Johnson & Kate Freund
Written & Directed by Christopher Winterbauer
Produced by Thomas Horton
Music & Sound by David Boman",2016-09-27T04:26:30-04:00,2380308065,418,184483090,27,28887,674,https://i.vimeocdn.com/video/621253105_780x439.webp
278,208648234,TOMMY CASH — SURF,"Produced by Anna-Lisa Himma
Directed by Tommy Cash
AD: Elisa Johanna Känd
DOP: CJ Kask
Grading: Jevgeni Bõstrov",2017-03-16T08:14:36-04:00,744091444,164,208648234,20,160369,1987,https://i.vimeocdn.com/video/624025909_780x439.webp
279,208671767,Dans la joie et la bonne humeur/ With joy and merriness,"Synopsis:
FR:""Dans la joie et la bonne humeur"" est un documentaire expérimental ou nous observons, à travers des scènes du quotidien, les dégénérescences d'une société où la technologie grandissante à permis  de réaliser le rêve ultime de tous les hommes : L'immortalité.

EN: ""With joy and merriness"" is a experimental documentary where we observe, through every day scenes, the degeneration of a society where the rise of technology leeds the population to the biggest dream of all men: immortality

Cast:
Editing: Julien Jauniaux
Sound Design: Benoit Charron; Jeremy BOCQUET
Voice: Jean-Louis FROMENT


Prix
1er Prix GLAS animation, non-narrative compétition, 2016, (US)
Grand prix plan animé, Festival Premier Plan d’Angers, 2015.
Prix de la compétition «next-géneration», Bruxelles Short Film Festival, avril 2015.
1er prix festival BD6né, Paris, 2015.
Prix «Contest of Dreams» au festival Insomnia Russie, 2015.
1er prix étudiant au Festival 2015 d’Anibar, Kosovo, 2015.
Mention spéciale Compétition étudiante,  festival KDIAF, Taiwan, 2014.
Diffusion:
Diffusion sur Filmin channel, Mecal, 2017
Arte TV, émission court circuit 2015.
Carte blanche Festival Partie(s) de Campagne d’Ouroux en Morvan.",2017-03-16T10:58:48-04:00,263669312,315,208671767,31,76217,1020,https://i.vimeocdn.com/video/624053194_780x439.webp
280,207819986,STRAY,"STRAY is a skiing shortfilm about three parkrats who made their dreams come true and headed to the big mountains from the small hills for the first time.

Skiing By Patrik Lilja, Henrik Lilja (@liljahnerik), Tuure Mäkinen (@tuuure)

Cinematography By Tuomas Nurmi (@thumblr950)

Additional Shots By Patrik Lilja (@pathimself)

Edited By Tuomas Nurmi

Location: Narvikfjellet

Audio: Rockin' My Life Away By Jerry Lee Lewis, Confetti By Cold Cave",2017-03-10T11:40:54-05:00,494748834,243,207819986,29,42681,645,https://i.vimeocdn.com/video/674168533_780x439.webp
281,208342512,DreamRide 2,Diamondback Bicycle's Mike Hopkins takes you on another adventure where the trails never end.,2017-03-14T12:45:25-04:00,1609183926,319,208342512,120,386384,3227,https://i.vimeocdn.com/video/624157926_780x439.webp
282,204263931,Craig Finn - God In Chicago,"Premiered on Nowness.com : https://goo.gl/u6qnA3
Award of Merit: Music Video IndieFEST
Award of Excellence One-Reeler Short Film Competition

Directed by Kris Merc
Written by Craig Finn & Josh Kaufman
Vocals Craig Finn
Starring 
Harrison Weger & Maddy Stark
Bass Josh Kaufman
Piano, Organ Sam Kassirer
Drums Matt Barrick
Additional Vocals Annie Nero
Produced by Josh Kaufman
Recorded & Mixed D. James Goodwin
Label Partisan Records

Production Company Sweet Rickey
Director of Photography Rudolf Costin
Editor Michael Reuter @ EDITBAR
Producer Michelle Breger
Assistant Director Tiffany Stephens
Focus Pull Josh Fisch
Colorist Phil Choe @ NiceShoes",2017-02-15T17:35:02-05:00,626474151,300,204263931,53,180474,1009,https://i.vimeocdn.com/video/618757275_780x439.webp
283,207027607,•SAGE'S 🌹,,2017-03-05T17:20:44-05:00,604581741,194,207027607,18,108065,1081,https://i.vimeocdn.com/video/621993515_780x439.webp
284,164769476,Illusions,"Sometimes even the tragic accidents could lead to most happy endings..

'Illusions' was completed during my final year in Edinburgh College of Arts in 2016.

Film is done entirely in screen-printing technique, which means that all the frames were drawn by hand, turned into colour separations and screen printed on A3 sheets of paper, then scanned back in to create an animated sequence. More than 400 screen prints were created while making the film.

Film is based on a story ""Goats Eyes"" by Max Frei.

Cast:
Dominica Harrison - Director/Animator
Tom Angell - Sound Design and Music 
Kenny Blyth, Amandine Vincent - Voice Overs

Watch the Making Of: https://vimeo.com/168081280
Order original prints from the film on-line: http://www.nicaharrison.com/shop",2016-04-29T17:00:54-04:00,660023404,322,164769476,21,171989,1129,https://i.vimeocdn.com/video/622946522_780x439.webp
285,207081708,LIFELESS,"A new kind of organism has been born. It is not made up of flesh and blood, but of circuits and wires. Witness the life of this organism unfold as it grows and thrives, until it must inevitably conclude. 

A short animation created by 3rd year animation students at the HKU University of the Arts Utrecht in a 5 month time period.


A film by:
Fokke Mars	 	(fokkemars@gmail.com)
www.fokkemars.com
Bas Jansen		(bas.jansen@hotmail.nl) 
www.bas-jansen.nl
Max van der Ree	(maxvdree@hotmail.com)

Music by:
Nathan van Boeckel (netenmusic@gmail.com)
www.neten.bandcamp.com



Festivals:
KLIK! Amsterdam Animation Festival 2016
Sommets du cinéma d'animation - Festival international de Montréal et de Québec 2016
Euroshorts Short Film Festival 2016
Anilogue International Animation Festival 2016
MONSTRA | Lisbon Animated Film Festival 2017
Anim!Arte - International student animation festival of Brazil 2017
Shortcutz Network | International Shortfilms Movement 2017
Go Short International Short Film Festival Nijmegen 2017
Holland Animation Film Festival (HAFF) 2017
Vogelpop Film Festival 2017
Open World Animation Festival 2017
The International Animation Film Festival (IAFF) Golden Kuker- Sofia 2017
17th T-Mobile New Horizons International Film Festival 2017
Zwols Animatie Film Festival 2017
13th PICTOPLASMA Conference Berlin 2017
RIYFF Ringerike International Youth Film Festival 2017
ISFFC International Short Film Festival of Cyprus 2017
Dutch Media Week 2017
ArtFutura Festival 2017 
Newgrounds Theatrical Showing 2017
13th World Festival of Animation Film Varna 2017
North West Animation Festival 2017",2017-03-06T04:10:45-05:00,434013860,164,207081708,29,59060,1057,https://i.vimeocdn.com/video/628992272_780x439.webp
286,207466220,Bath House,"Six characters meet in a public bath house: the pedant bath house manager, a couple with a strange way of communicating and a gang with shady intentions. Something goes wrong.

""Staff Pick Premiere: when animals stop being polite, and start getting real"": Read our Q&A with filmmaker Niki Lindroth von Bahr on the Vimeo Blog: https://vimeo.com/blog/post/staff-pick-premiere-when-animals-stop-being-nice-a",2017-03-08T09:47:14-05:00,1648970794,901,207466220,58,353622,2064,https://i.vimeocdn.com/video/622550242_780x439.webp
287,207217234,A Strange Winter in New York City,"Instagram: www.instagram.com/flashing.lights
joshuacharow@gmail.com

Over the past few years I've struggled to stay motivated around this time of the year. By March we've had nearly six months of cold and it's easy to fall into a slump. The weather recently has been the craziest I've ever seen it in New York City between the low fog, snowstorms, and erratic temperature changes. I wanted to make this video to reflect how I've been feeling lately and all I can say is that I can't wait for spring to finally roll in.",2017-03-06T20:42:25-05:00,76086570,60,207217234,34,133010,1570,https://i.vimeocdn.com/video/622233148_780x439.webp
288,207288397,JIL – All Your Words,"Nominated for Best Music Video at Camerimage 2017.

www.soundcloud.com/JIL-NYC

Director: Anton Tammi
Featuring: Sara Cummings & Zoë Bleu

DP: Erik Henriksson
1st AC: Robert Agulo
2nd AC: Luna Cruor

Production Designer: Rosie Turnbull
Art Director: Rachel Zabala
Set Decorators: Madeline Pflug & Mary Kerrigan

Makeup: Yuui Vision
Style: Lisa Jarvis & talent

Editing / Post: Tim Montana & Matt Nee
Sound Design: Matti Ahopelto & JIL
3D: Morumotto
Colorist: Duncan Russell, Free Folk

Executive Producer: Martin Howell
Producers: Andre Bojanic & Mac Petrycki
Post Producer: Emily Rudge

Special thanks for the support: Ida Gündoğdu, Aleksi Tammi & BRTHR
Collaborators: Nasaseasons & Chemistry Creative

Thank you: Bruce Smear, Pekko, Elisa Richardson, Fernando Souza Ramos, Casey Drogin, Waltteri Vanhanen, Jenna Lehmussaari, Oliver Evans, Janne Vartia, Cheryl Payne, Gregory Hayes, Doug Durant, Justin Derry, Jordan Hemingway, Denise Cheng, Naftali Beane Rutter, Lucas Millard, Ece Şahin, Jaana Anttila, Pekka Tammi, Joel Jägerroos, Richard Conway & Bibi Andersson
For best quality: Download the ""Original"" file.

""I still think about you all the time.""",2017-03-07T08:55:55-05:00,1498907069,395,207288397,120,264288,5384,https://i.vimeocdn.com/video/627511679_780x439.webp
289,206713775,The Lofoten Islands,"-----
Please watch in full screen with sound on for best experience. This film is available in 4K - click the HD button and select 4K to view in 4K. Enjoy!
-----
Μy last trip to Norway during February, 2017.
The Lofoten Archipelago is spread on the northwest side of Norway, very close to the borders of the Arctic Circle. It is a cluster of small fishing villages and is often called “the Foot of the lynx” because of its shape.
 The islands are full of legends, maybe because of their natural beauty and their mysterious landscapes, or maybe because there the Sun either never rises or never sets. The only thing you can hear is the thousand voices of birds, the wind and the sound of the sea. That combination of the landscape which comes into view every morning and the sounds of nature is a priceless experience that fills you with energy and inspiration for the whole day, no matter what you have to face.
-----
Music by Ryan Taubert - One Precious Moment
-----
Assistant Cinematographer - Aris Christou
-----
Shot with DJI Phantom 4 Pro and Sony a7rii + Zeiss fe 16-35
-----
Photos taken during this trip.
http://nickkontostavlakis.com/lofoten.html
-----
You can follow me at: 
Facebook - facebook.com/nickkontostavlakispage
Instagram - instagram.com/nikopgsp
Website - http://nickkontostavlakis.com
Google + - plus.google.com/u/0/102206608476266130067",2017-03-04T10:22:14-05:00,1086714230,144,206713775,95,153155,3017,https://i.vimeocdn.com/video/624433491_780x439.webp
